Video,Frame,PERCLOS,BlinkRate,YawnRate,KSS,Timestamp
11-1,11-1_frame_2734_face0.jpg,0.0556,0.3333,0.0000,4,1900-01-01 10:16:37.024000
11-1,11-1_frame_2795_face0.jpg,0.0500,0.3000,0.0000,4,1900-01-01 10:16:47.191000
11-1,11-1_frame_2867_face0.jpg,0.0611,0.3667,0.0000,4,1900-01-01 10:16:59.191000
11-1,11-1_frame_2961_face0.jpg,0.0556,0.3333,0.0000,4,1900-01-01 10:17:14.857000
11-1,11-1_frame_3056_face0.jpg,0.0500,0.3000,0.0000,4,1900-01-01 10:17:30.691000
11-1,11-1_frame_3120_face0.jpg,0.0389,0.2333,0.0000,4,1900-01-01 10:17:41.392000
11-1,11-1_frame_3181_face0.jpg,0.0556,0.3333,0.0000,4,1900-01-01 10:17:51.693000
11-1,11-1_frame_3253_face0.jpg,0.0556,0.3333,0.0000,4,1900-01-01 10:18:03.694000
11-1,11-1_frame_3332_face0.jpg,0.0722,0.4333,0.0000,4,1900-01-01 10:18:16.893000
11-1,11-1_frame_3397_face0.jpg,0.0722,0.4333,0.0000,4,1900-01-01 10:18:27.761000
11-2,11-2_frame_0103_face0.jpg,0.0222,0.1333,0.0000,7,1900-01-01 03:32:19.242000
11-2,11-2_frame_0181_face0.jpg,0.0333,0.2000,0.0000,7,1900-01-01 03:32:32.242000
11-2,11-2_frame_0265_face0.jpg,0.0333,0.2000,0.0000,7,1900-01-01 03:32:46.277000
11-2,11-2_frame_0342_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 03:32:59.176000
11-2,11-2_frame_0429_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:33:13.710000
11-2,11-2_frame_0504_face0.jpg,0.0222,0.1333,0.0000,7,1900-01-01 03:33:26.209000
11-2,11-2_frame_0564_face0.jpg,0.0222,0.1333,0.0000,7,1900-01-01 03:33:36.276000
11-2,11-2_frame_0637_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 03:33:48.444000
11-2,11-2_frame_0700_face0.jpg,0.0000,0.0000,0.0000,7,1900-01-01 03:33:59.744000
11-2,11-2_frame_0769_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:34:11.242000
11-2,11-2_frame_0846_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:34:24.109000
11-2,11-2_frame_0918_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 03:34:36.109000
11-2,11-2_frame_0991_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:34:48.743000
11-2,11-2_frame_1105_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 03:35:08.081000
11-2,11-2_frame_1173_face0.jpg,0.0222,0.1333,0.0000,7,1900-01-01 03:35:19.712000
11-2,11-2_frame_1256_face0.jpg,0.0278,0.1667,0.0000,7,1900-01-01 03:35:33.545000
11-2,11-2_frame_1324_face0.jpg,0.0278,0.1667,0.0000,7,1900-01-01 03:35:44.912000
11-2,11-2_frame_1401_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 03:35:57.780000
11-2,11-2_frame_1464_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 03:36:08.311000
11-2,11-2_frame_1543_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 03:36:21.486000
11-2,11-2_frame_1611_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 03:36:33.079000
11-2,11-2_frame_1679_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 03:36:44.412000
11-2,11-2_frame_1744_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:36:55.280000
11-2,11-2_frame_1873_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:37:16.779000
11-2,11-2_frame_1973_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 03:37:33.479000
11-2,11-2_frame_2034_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 03:37:43.679000
11-2,11-2_frame_2094_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:37:53.679000
11-2,11-2_frame_2154_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:38:03.681000
11-2,11-2_frame_2214_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:38:13.715000
11-2,11-2_frame_2274_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:38:23.716000
11-2,11-2_frame_2334_face0.jpg,0.0000,0.0000,0.0000,7,1900-01-01 03:38:33.714000
11-2,11-2_frame_2411_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:38:46.546000
11-2,11-2_frame_2494_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 03:39:00.583000
11-2,11-2_frame_2554_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 03:39:10.581000
11-2,11-2_frame_2631_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 03:39:23.416000
11-2,11-2_frame_2694_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:39:33.915000
11-2,11-2_frame_2775_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:39:47.415000
11-2,11-2_frame_2841_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:39:58.447000
11-2,11-2_frame_2901_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:40:08.483000
11-2,11-2_frame_2969_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 03:40:20.049000
11-2,11-2_frame_3038_face0.jpg,0.0000,0.0000,0.0000,7,1900-01-01 03:40:31.548000
11-2,11-2_frame_3114_face0.jpg,0.0000,0.0000,0.0000,7,1900-01-01 03:40:44.549000
11-2,11-2_frame_3202_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 03:40:59.218000
11-2,11-2_frame_3262_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 03:41:09.250000
11-2,11-2_frame_3322_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 03:41:19.249000
11-2,11-2_frame_3397_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 03:41:31.752000
11-2,11-2_frame_3465_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 03:41:43.082000
11-3,11-3_frame_0116_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 12:03:18.760000
11-3,11-3_frame_0221_face0.jpg,0.0000,0.0000,0.0000,7,1900-01-01 12:03:36.528000
11-3,11-3_frame_0379_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 12:04:02.861000
11-3,11-3_frame_0482_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 12:04:20.094000
11-3,11-3_frame_0663_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 12:04:50.295000
11-3,11-3_frame_1020_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 12:05:50.162000
11-3,11-3_frame_1370_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 12:06:48.829000
11-3,11-3_frame_1527_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 12:07:15.098000
11-3,11-3_frame_1587_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 12:07:25.096000
11-3,11-3_frame_1647_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 12:07:35.263000
11-3,11-3_frame_1708_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 12:07:45.430000
11-3,11-3_frame_1772_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 12:07:56.131000
11-3,11-3_frame_1832_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 12:08:06.131000
11-3,11-3_frame_1892_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 12:08:16.130000
11-3,11-3_frame_1956_face0.jpg,0.0222,0.1333,0.0000,7,1900-01-01 12:08:26.798000
11-3,11-3_frame_2017_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 12:08:36.964000
11-3,11-3_frame_2081_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 12:08:47.664000
11-3,11-3_frame_2141_face0.jpg,0.0000,0.0000,0.0000,7,1900-01-01 12:08:57.666000
11-3,11-3_frame_2208_face0.jpg,0.0000,0.0000,0.0000,7,1900-01-01 12:09:09.132000
11-3,11-3_frame_2274_face0.jpg,0.0000,0.0000,0.0000,7,1900-01-01 12:09:20.131000
11-3,11-3_frame_2394_face0.jpg,0.0000,0.0000,0.0000,7,1900-01-01 12:09:40.465000
11-3,11-3_frame_2565_face0.jpg,0.0000,0.0000,0.0000,7,1900-01-01 12:10:08.964000
11-3,11-3_frame_2628_face0.jpg,0.0000,0.0000,0.0000,7,1900-01-01 12:10:19.732000
11-3,11-3_frame_2690_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 12:10:30.068000
11-3,11-3_frame_2763_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 12:10:42.233000
11-3,11-3_frame_2825_face0.jpg,0.0111,0.0667,0.0000,7,1900-01-01 12:10:52.732000
11-3,11-3_frame_2909_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 12:11:06.734000
11-3,11-3_frame_3009_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 12:11:23.501000
11-3,11-3_frame_3145_face0.jpg,0.0056,0.0333,0.0000,7,1900-01-01 12:11:46.668000
11-3,11-3_frame_3205_face0.jpg,0.0167,0.1000,0.0000,7,1900-01-01 12:11:56.700000
11-3,11-3_frame_3300_face0.jpg,0.0222,0.1333,0.0000,7,1900-01-01 12:12:13.234000
11-3,11-3_frame_3390_face0.jpg,0.0222,0.1333,0.0000,7,1900-01-01 12:12:28.334000
12-1,12-1_frame_0090_face0.jpg,0.0500,0.3000,0.0000,2,1900-01-01 10:24:45.031000
12-1,12-1_frame_0150_face0.jpg,0.0389,0.2333,0.0000,2,1900-01-01 10:24:55.064000
12-1,12-1_frame_0210_face0.jpg,0.0389,0.2333,0.0000,2,1900-01-01 10:25:05.130000
12-1,12-1_frame_0270_face0.jpg,0.0389,0.2333,0.0000,2,1900-01-01 10:25:15.165000
12-1,12-1_frame_0330_face0.jpg,0.0389,0.2333,0.0000,2,1900-01-01 10:25:25.164000
12-1,12-1_frame_0390_face0.jpg,0.0556,0.3333,0.0000,2,1900-01-01 10:25:35.433000
12-1,12-1_frame_0451_face0.jpg,0.0444,0.2667,0.0000,2,1900-01-01 10:25:45.600000
12-1,12-1_frame_0511_face0.jpg,0.0500,0.3000,0.0000,2,1900-01-01 10:25:55.732000
12-1,12-1_frame_0571_face0.jpg,0.0333,0.2000,0.0000,2,1900-01-01 10:26:05.733000
12-1,12-1_frame_0631_face0.jpg,0.0333,0.2000,0.0000,2,1900-01-01 10:26:15.731000
12-1,12-1_frame_0691_face0.jpg,0.0167,0.1000,0.0000,2,1900-01-01 10:26:25.732000
12-1,12-1_frame_0751_face0.jpg,0.0333,0.1667,0.0000,2,1900-01-01 10:26:35.732000
12-1,12-1_frame_0811_face0.jpg,0.0222,0.1000,0.0000,2,1900-01-01 10:26:45.733000
12-1,12-1_frame_0871_face0.jpg,0.0278,0.1333,0.0000,2,1900-01-01 10:26:55.967000
12-1,12-1_frame_0931_face0.jpg,0.0111,0.0667,0.0000,2,1900-01-01 10:27:05.967000
12-1,12-1_frame_0991_face0.jpg,0.0222,0.1333,0.0000,2,1900-01-01 10:27:16.301000
12-1,12-1_frame_1051_face0.jpg,0.0278,0.1667,0.0000,2,1900-01-01 10:27:26.301000
12-1,12-1_frame_1111_face0.jpg,0.0389,0.2333,0.0000,2,1900-01-01 10:27:36.301000
12-1,12-1_frame_1171_face0.jpg,0.0500,0.3000,0.0000,2,1900-01-01 10:27:46.634000
12-1,12-1_frame_1231_face0.jpg,0.0444,0.2667,0.0000,2,1900-01-01 10:27:56.634000
12-1,12-1_frame_1291_face0.jpg,0.0444,0.2667,0.0000,2,1900-01-01 10:28:06.666000
12-1,12-1_frame_1351_face0.jpg,0.0389,0.2333,0.0000,2,1900-01-01 10:28:16.667000
12-1,12-1_frame_1411_face0.jpg,0.0389,0.2333,0.0000,2,1900-01-01 10:28:26.667000
12-1,12-1_frame_1471_face0.jpg,0.0278,0.1667,0.0000,2,1900-01-01 10:28:36.702000
12-1,12-1_frame_1531_face0.jpg,0.0222,0.1333,0.0000,2,1900-01-01 10:28:46.668000
12-1,12-1_frame_1591_face0.jpg,0.0222,0.1333,0.0000,2,1900-01-01 10:28:56.701000
12-1,12-1_frame_1652_face0.jpg,0.0389,0.2333,0.0000,2,1900-01-01 10:29:06.901000
12-1,12-1_frame_1713_face0.jpg,0.0333,0.2000,0.0000,2,1900-01-01 10:29:17.067000
12-1,12-1_frame_1773_face0.jpg,0.0389,0.2333,0.0000,2,1900-01-01 10:29:27.302000
12-1,12-1_frame_1835_face0.jpg,0.0278,0.1667,0.0000,2,1900-01-01 10:29:37.669000
12-1,12-1_frame_1895_face0.jpg,0.0667,0.4000,0.0000,2,1900-01-01 10:29:47.669000
12-1,12-1_frame_1955_face0.jpg,0.0833,0.4667,0.0000,2,1900-01-01 10:29:57.970000
12-1,12-1_frame_2015_face0.jpg,0.1056,0.5667,0.0000,2,1900-01-01 10:30:08.068000
12-1,12-1_frame_2077_face0.jpg,0.0778,0.4000,0.0000,2,1900-01-01 10:30:18.502000
12-1,12-1_frame_2137_face0.jpg,0.0667,0.3667,0.0000,2,1900-01-01 10:30:28.603000
12-1,12-1_frame_2198_face0.jpg,0.0556,0.3333,0.0000,2,1900-01-01 10:30:38.803000
12-1,12-1_frame_2258_face0.jpg,0.0500,0.3000,0.0000,2,1900-01-01 10:30:48.904000
12-1,12-1_frame_2318_face0.jpg,0.0500,0.3000,0.0000,2,1900-01-01 10:30:58.971000
12-1,12-1_frame_2379_face0.jpg,0.0500,0.3000,0.0000,2,1900-01-01 10:31:09.205000
12-1,12-1_frame_2441_face0.jpg,0.0722,0.4333,0.0000,2,1900-01-01 10:31:19.638000
12-1,12-1_frame_2503_face0.jpg,0.0667,0.4000,0.0000,2,1900-01-01 10:31:29.970000
12-1,12-1_frame_2563_face0.jpg,0.0556,0.3333,0.0000,2,1900-01-01 10:31:40.036000
12-1,12-1_frame_2623_face0.jpg,0.0333,0.2000,0.0000,2,1900-01-01 10:31:50.072000
12-1,12-1_frame_2683_face0.jpg,0.0611,0.3667,0.0000,2,1900-01-01 10:32:00.071000
12-1,12-1_frame_2743_face0.jpg,0.0611,0.3667,0.0000,2,1900-01-01 10:32:10.170000
12-1,12-1_frame_2803_face0.jpg,0.0667,0.4000,0.0000,2,1900-01-01 10:32:20.204000
12-1,12-1_frame_2863_face0.jpg,0.0389,0.2333,0.0000,2,1900-01-01 10:32:30.571000
12-1,12-1_frame_2923_face0.jpg,0.0333,0.1667,0.0000,2,1900-01-01 10:32:40.604000
12-1,12-1_frame_2983_face0.jpg,0.0333,0.2000,0.0000,2,1900-01-01 10:32:50.637000
12-1,12-1_frame_3043_face0.jpg,0.0389,0.2333,0.0000,2,1900-01-01 10:33:00.639000
12-1,12-1_frame_3104_face0.jpg,0.0500,0.3000,0.0000,2,1900-01-01 10:33:10.841000
12-1,12-1_frame_3164_face0.jpg,0.0500,0.3000,0.0000,2,1900-01-01 10:33:20.906000
12-1,12-1_frame_3226_face0.jpg,0.0611,0.3667,0.0000,2,1900-01-01 10:33:31.239000
12-1,12-1_frame_3286_face0.jpg,0.0667,0.4000,0.0000,2,1900-01-01 10:33:41.240000
12-1,12-1_frame_3346_face0.jpg,0.0778,0.4667,0.0000,2,1900-01-01 10:33:51.372000
12-1,12-1_frame_3406_face0.jpg,0.0778,0.4667,0.0000,2,1900-01-01 10:34:01.374000
12-1,12-1_frame_3466_face0.jpg,0.0722,0.4333,0.0000,2,1900-01-01 10:34:11.373000
13-1,13-1_frame_0104_face0.jpg,0.1278,0.7333,0.0000,6,1900-01-01 10:29:46.011000
13-1,13-1_frame_0171_face0.jpg,0.1556,0.7333,0.0000,6,1900-01-01 10:29:57.177000
13-1,13-1_frame_0232_face0.jpg,0.1889,0.8333,0.0000,6,1900-01-01 10:30:07.710000
13-1,13-1_frame_0292_face0.jpg,0.2000,0.9000,0.0000,6,1900-01-01 10:30:17.711000
13-1,13-1_frame_0357_face0.jpg,0.1611,0.8667,0.0000,6,1900-01-01 10:30:28.678000
13-1,13-1_frame_0422_face0.jpg,0.1389,0.8000,0.0000,6,1900-01-01 10:30:39.511000
13-1,13-1_frame_0483_face0.jpg,0.1222,0.6667,0.0000,6,1900-01-01 10:30:49.680000
13-1,13-1_frame_0549_face0.jpg,0.1222,0.6000,0.0000,6,1900-01-01 10:31:00.679000
13-1,13-1_frame_0618_face0.jpg,0.0833,0.3667,0.0000,6,1900-01-01 10:31:12.179000
13-1,13-1_frame_0681_face0.jpg,0.1056,0.5333,0.0000,6,1900-01-01 10:31:22.679000
13-1,13-1_frame_0746_face0.jpg,0.1056,0.6000,0.0000,6,1900-01-01 10:31:33.512000
13-1,13-1_frame_0807_face0.jpg,0.1444,0.8333,0.0000,6,1900-01-01 10:31:43.744000
13-1,13-1_frame_0878_face0.jpg,0.1778,0.9000,0.0000,6,1900-01-01 10:31:55.578000
13-1,13-1_frame_0938_face0.jpg,0.1556,0.7667,0.0000,6,1900-01-01 10:32:05.880000
13-1,13-1_frame_0998_face0.jpg,0.1278,0.5667,0.0000,6,1900-01-01 10:32:15.879000
13-1,13-1_frame_1060_face0.jpg,0.1000,0.4667,0.0000,6,1900-01-01 10:32:26.279000
13-1,13-1_frame_1127_face0.jpg,0.1333,0.6333,0.0000,6,1900-01-01 10:32:37.446000
13-1,13-1_frame_1189_face0.jpg,0.1556,0.7333,0.0000,6,1900-01-01 10:32:47.779000
13-1,13-1_frame_1249_face0.jpg,0.1389,0.7333,0.0000,6,1900-01-01 10:32:57.846000
13-1,13-1_frame_1312_face0.jpg,0.1333,0.6667,0.0000,6,1900-01-01 10:33:08.346000
13-1,13-1_frame_1375_face0.jpg,0.1556,0.6667,0.0000,6,1900-01-01 10:33:18.914000
13-1,13-1_frame_1437_face0.jpg,0.1611,0.7000,0.0000,6,1900-01-01 10:33:29.247000
13-1,13-1_frame_1497_face0.jpg,0.1722,0.8000,0.0000,6,1900-01-01 10:33:39.282000
13-1,13-1_frame_1557_face0.jpg,0.1778,0.8667,0.0000,6,1900-01-01 10:33:49.348000
13-1,13-1_frame_1628_face0.jpg,0.2167,1.0000,0.0000,6,1900-01-01 10:34:01.182000
13-1,13-1_frame_1690_face0.jpg,0.2278,1.1000,0.0000,6,1900-01-01 10:34:11.548000
13-1,13-1_frame_1750_face0.jpg,0.2500,1.1667,0.0000,6,1900-01-01 10:34:21.547000
13-1,13-1_frame_1810_face0.jpg,0.2278,1.0333,0.0000,6,1900-01-01 10:34:31.580000
13-1,13-1_frame_1870_face0.jpg,0.2222,0.9333,0.0000,6,1900-01-01 10:34:41.614000
13-1,13-1_frame_1936_face0.jpg,0.2111,0.9000,0.0000,6,1900-01-01 10:34:52.649000
13-1,13-1_frame_1997_face0.jpg,0.2333,0.9667,0.0000,6,1900-01-01 10:35:02.814000
13-1,13-1_frame_2060_face0.jpg,0.2556,1.0667,0.0000,6,1900-01-01 10:35:13.316000
13-1,13-1_frame_2122_face0.jpg,0.2222,1.0333,0.0000,6,1900-01-01 10:35:23.782000
13-1,13-1_frame_2182_face0.jpg,0.1889,0.9000,0.0000,6,1900-01-01 10:35:33.783000
13-1,13-1_frame_2246_face0.jpg,0.1444,0.7667,0.0000,6,1900-01-01 10:35:44.448000
13-1,13-1_frame_2309_face0.jpg,0.1833,0.9000,0.0000,6,1900-01-01 10:35:54.952000
13-1,13-1_frame_2371_face0.jpg,0.1889,0.9000,0.0000,6,1900-01-01 10:36:05.282000
13-1,13-1_frame_2432_face0.jpg,0.2389,1.1000,0.0000,6,1900-01-01 10:36:15.448000
13-1,13-1_frame_2492_face0.jpg,0.2222,1.1000,0.0000,6,1900-01-01 10:36:25.450000
13-1,13-1_frame_2552_face0.jpg,0.2667,1.2333,0.0000,6,1900-01-01 10:36:35.449000
13-1,13-1_frame_2612_face0.jpg,0.2333,1.0667,0.0000,6,1900-01-01 10:36:45.815000
13-1,13-1_frame_2672_face0.jpg,0.2722,1.2333,0.0000,6,1900-01-01 10:36:55.818000
13-1,13-1_frame_2734_face0.jpg,0.2667,1.1667,0.0000,6,1900-01-01 10:37:06.483000
13-1,13-1_frame_2822_face0.jpg,0.2889,1.2667,0.0000,6,1900-01-01 10:37:21.151000
13-1,13-1_frame_2883_face0.jpg,0.2333,1.0000,0.0000,6,1900-01-01 10:37:31.350000
13-1,13-1_frame_2947_face0.jpg,0.1833,0.9000,0.0000,6,1900-01-01 10:37:42.018000
13-1,13-1_frame_3132_face0.jpg,0.1944,1.0333,0.0000,6,1900-01-01 10:38:13.151000
13-1,13-1_frame_3205_face0.jpg,0.1833,0.9667,0.0000,6,1900-01-01 10:38:25.317000
13-1,13-1_frame_3275_face0.jpg,0.1778,0.9000,0.0000,6,1900-01-01 10:38:36.986000
13-1,13-1_frame_3345_face0.jpg,0.2056,0.7667,0.0000,6,1900-01-01 10:38:48.650000
13-1,13-1_frame_3409_face0.jpg,0.2278,0.8667,0.0000,6,1900-01-01 10:38:59.653000
13-1,13-1_frame_3469_face0.jpg,0.2278,0.9333,0.0000,6,1900-01-01 10:39:09.652000
13-2,13-2_frame_0090_face0.jpg,0.0889,0.4667,0.0000,3,1900-01-01 03:53:07.630000
13-2,13-2_frame_0150_face0.jpg,0.0944,0.4667,0.0000,3,1900-01-01 03:53:17.664000
13-2,13-2_frame_0210_face0.jpg,0.0722,0.3667,0.0000,3,1900-01-01 03:53:27.664000
13-2,13-2_frame_0270_face0.jpg,0.0722,0.3333,0.0000,3,1900-01-01 03:53:37.696000
13-2,13-2_frame_0330_face0.jpg,0.0778,0.3667,0.0000,3,1900-01-01 03:53:47.697000
13-2,13-2_frame_0390_face0.jpg,0.1111,0.5333,0.0000,3,1900-01-01 03:53:57.763000
13-2,13-2_frame_0450_face0.jpg,0.1278,0.7000,0.0000,3,1900-01-01 03:54:07.764000
13-2,13-2_frame_0510_face0.jpg,0.1278,0.6667,0.0000,3,1900-01-01 03:54:17.764000
13-2,13-2_frame_0570_face0.jpg,0.1500,0.7333,0.0000,3,1900-01-01 03:54:28.030000
13-2,13-2_frame_0630_face0.jpg,0.1278,0.6000,0.0000,3,1900-01-01 03:54:38.064000
13-2,13-2_frame_0690_face0.jpg,0.1278,0.6667,0.0000,3,1900-01-01 03:54:48.065000
13-2,13-2_frame_0750_face0.jpg,0.1278,0.7000,0.0000,3,1900-01-01 03:54:58.065000
13-2,13-2_frame_0810_face0.jpg,0.1222,0.6000,0.0000,3,1900-01-01 03:55:08.131000
13-2,13-2_frame_0870_face0.jpg,0.1444,0.6333,0.0000,3,1900-01-01 03:55:18.132000
13-2,13-2_frame_0930_face0.jpg,0.1167,0.4667,0.0000,3,1900-01-01 03:55:28.133000
13-2,13-2_frame_0990_face0.jpg,0.1444,0.5667,0.0000,3,1900-01-01 03:55:38.133000
13-2,13-2_frame_1050_face0.jpg,0.1389,0.5667,0.0000,3,1900-01-01 03:55:48.134000
13-2,13-2_frame_1110_face0.jpg,0.1333,0.5667,0.0000,3,1900-01-01 03:55:58.499000
13-2,13-2_frame_1170_face0.jpg,0.1000,0.4667,0.0000,3,1900-01-01 03:56:08.499000
13-2,13-2_frame_1230_face0.jpg,0.0944,0.4667,0.0000,3,1900-01-01 03:56:18.499000
13-2,13-2_frame_1290_face0.jpg,0.1000,0.4667,0.0000,3,1900-01-01 03:56:28.499000
13-2,13-2_frame_1350_face0.jpg,0.1222,0.6000,0.0000,3,1900-01-01 03:56:38.501000
13-2,13-2_frame_1410_face0.jpg,0.1000,0.5333,0.0000,3,1900-01-01 03:56:48.501000
13-2,13-2_frame_1470_face0.jpg,0.1111,0.6000,0.0000,3,1900-01-01 03:56:58.534000
13-2,13-2_frame_1530_face0.jpg,0.1222,0.6333,0.0000,3,1900-01-01 03:57:08.566000
13-2,13-2_frame_1590_face0.jpg,0.1389,0.6667,0.0000,3,1900-01-01 03:57:18.566000
13-2,13-2_frame_1650_face0.jpg,0.1556,0.7333,0.0000,3,1900-01-01 03:57:28.565000
13-2,13-2_frame_1710_face0.jpg,0.1278,0.6000,0.0000,3,1900-01-01 03:57:38.600000
13-2,13-2_frame_1770_face0.jpg,0.1722,0.8333,0.0000,3,1900-01-01 03:57:48.602000
13-2,13-2_frame_1830_face0.jpg,0.1389,0.6333,0.0000,3,1900-01-01 03:57:58.933000
13-2,13-2_frame_1890_face0.jpg,0.1556,0.7000,0.0000,3,1900-01-01 03:58:08.933000
13-2,13-2_frame_1950_face0.jpg,0.1167,0.4667,0.0000,3,1900-01-01 03:58:18.967000
13-2,13-2_frame_2010_face0.jpg,0.1167,0.4333,0.0000,3,1900-01-01 03:58:29.302000
13-2,13-2_frame_2070_face0.jpg,0.1333,0.5333,0.0000,3,1900-01-01 03:58:39.336000
13-2,13-2_frame_2130_face0.jpg,0.1556,0.6000,0.0000,3,1900-01-01 03:58:49.435000
13-2,13-2_frame_2190_face0.jpg,0.1778,0.7333,0.0000,3,1900-01-01 03:58:59.468000
13-2,13-2_frame_2250_face0.jpg,0.1222,0.4667,0.0000,3,1900-01-01 03:59:09.636000
13-2,13-2_frame_2310_face0.jpg,0.0833,0.3333,0.0000,3,1900-01-01 03:59:19.670000
13-2,13-2_frame_2370_face0.jpg,0.0778,0.3667,0.0000,3,1900-01-01 03:59:29.736000
13-2,13-2_frame_2430_face0.jpg,0.1111,0.5667,0.0000,3,1900-01-01 03:59:39.769000
13-2,13-2_frame_2490_face0.jpg,0.1444,0.7000,0.0000,3,1900-01-01 03:59:49.870000
13-2,13-2_frame_2550_face0.jpg,0.1222,0.5667,0.0000,3,1900-01-01 03:59:59.935000
13-2,13-2_frame_2610_face0.jpg,0.1778,0.7333,0.0000,3,1900-01-01 04:00:09.937000
13-2,13-2_frame_2670_face0.jpg,0.1556,0.6667,0.0000,3,1900-01-01 04:00:20.003000
13-2,13-2_frame_2730_face0.jpg,0.1778,0.8333,0.0000,3,1900-01-01 04:00:30.170000
13-2,13-2_frame_2790_face0.jpg,0.1278,0.6000,0.0000,3,1900-01-01 04:00:40.238000
13-2,13-2_frame_2850_face0.jpg,0.1500,0.6333,0.0000,3,1900-01-01 04:00:50.269000
13-2,13-2_frame_2910_face0.jpg,0.1778,0.7333,0.0000,3,1900-01-01 04:01:00.338000
13-2,13-2_frame_2970_face0.jpg,0.1556,0.7000,0.0000,3,1900-01-01 04:01:10.371000
13-2,13-2_frame_3030_face0.jpg,0.1556,0.8000,0.0000,3,1900-01-01 04:01:20.438000
13-2,13-2_frame_3090_face0.jpg,0.1611,0.7333,0.0000,3,1900-01-01 04:01:30.537000
13-2,13-2_frame_3150_face0.jpg,0.1778,0.8333,0.0000,3,1900-01-01 04:01:40.671000
13-2,13-2_frame_3210_face0.jpg,0.1778,0.8333,0.0000,3,1900-01-01 04:01:50.772000
13-2,13-2_frame_3270_face0.jpg,0.1500,0.8333,0.0000,3,1900-01-01 04:02:00.837000
13-2,13-2_frame_3330_face0.jpg,0.1667,0.7667,0.0000,3,1900-01-01 04:02:10.905000
13-2,13-2_frame_3390_face0.jpg,0.1500,0.6000,0.0000,3,1900-01-01 04:02:20.939000
13-2,13-2_frame_3450_face0.jpg,0.1111,0.4000,0.0000,3,1900-01-01 04:02:30.938000
14-1,14-1_frame_0090_face0.jpg,0.0056,0.0333,0.0000,5,1900-01-01 10:24:58.767000
14-1,14-1_frame_0150_face0.jpg,0.0056,0.0333,0.0000,5,1900-01-01 10:25:08.767000
14-1,14-1_frame_0210_face0.jpg,0.0000,0.0000,0.0000,5,1900-01-01 10:25:18.767000
